road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-03052,شارع القاهر,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.48,109.5,11.99
KED-ROAD-04912,شارع 10,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,117.36,105.38,11.99
KED-ROAD-03051,شارع القاهر,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.48,109.5,11.99
KED-ROAD-04913,شارع 10,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,117.36,105.38,11.99
KED-ROAD-05023,الطريق الدولي,tertiary,15,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,7500.0,133.0,121.01,11.99
KED-ROAD-00998,شارع القلعه,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.52,109.53,11.99
KED-ROAD-00997,شارع القلعه,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.52,109.53,11.99
KED-ROAD-01040,شارع القنطره,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,123.05,111.06,11.99
KED-ROAD-03740,شارع التأمين الصحى,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,117.56,105.57,11.99
KED-ROAD-02706,شارع 26 يوليو,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,122.85,110.85,12.0
KED-ROAD-02707,شارع 26 يوليو,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,122.85,110.85,12.0
KED-ROAD-01032,شارع دشودي,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,118.44,106.44,12.0
KED-ROAD-01031,شارع دشودي,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,118.44,106.44,12.0
KED-ROAD-04757,شارع مساكن الغزل,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,117.83,105.83,12.0
KED-ROAD-04756,شارع مساكن الغزل,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,117.83,105.83,12.0
KED-ROAD-00259,شارع الجيش,secondary,15,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,7500.0,135.39,123.39,11.99
KED-ROAD-01311,شارع القنطره,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,123.05,111.06,11.99
KED-ROAD-02214,شارع فرج فراج,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,122.3,110.31,11.99
KED-ROAD-02155,شارع نجم,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.26,109.27,11.99
KED-ROAD-02156,شارع نجم,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,121.26,109.27,11.99
KED-ROAD-02213,شارع فرج فراج,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,122.3,110.31,11.99
KED-ROAD-02018,شارع عبد الغنى رياض,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,123.28,111.29,11.99
KED-ROAD-02017,شارع عبد الغنى رياض,residential,15,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7500.0,123.28,111.29,11.99
KED-ROAD-00738,شارع الجيش,secondary,15,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,7500.0,137.94,125.95,11.99
KED-ROAD-02305,شارع اسماعيل محمد,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,113.76,101.77,11.99
KED-ROAD-00364,حارة الرفاعى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,115.85,103.87,11.99
KED-ROAD-01258,شارع بكر الدكراوي,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,114.45,102.46,11.99
KED-ROAD-04493,شارع اللواء محمود ابراهيم الكومى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,110.27,98.27,12.0
KED-ROAD-04483,شارع صلاح سالم,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,111.43,99.43,12.0
KED-ROAD-04482,شارع اللواء محمود ابراهيم الكومى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,110.27,98.27,12.0
KED-ROAD-04484,شارع صلاح سالم,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,111.43,99.43,12.0
KED-ROAD-02306,شارع اسماعيل محمد,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,113.76,101.77,11.99
KED-ROAD-01377,شارع سعيد عبد المعطى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,112.64,100.65,11.99
KED-ROAD-01378,شارع سعيد عبد المعطى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,112.64,100.65,11.99
KED-ROAD-01319,شارع المستشفى الشامله,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,115.93,103.95,11.99
KED-ROAD-00365,حارة الرفاعى,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,115.85,103.87,11.99
KED-ROAD-01103,"طريق القاهرة, الاسكندرية الزراعى",trunk,14,Neem,نيم,نوع طريق رئيسي/متوسط (trunk) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,7000.0,131.68,119.69,11.99
KED-ROAD-01014,"طريق القاهرة, الاسكندرية الزراعى",trunk,14,Neem,نيم,نوع طريق رئيسي/متوسط (trunk) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,7000.0,131.34,119.36,11.99
KED-ROAD-01257,شارع بكر الدكراوي,residential,14,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,7000.0,114.45,102.46,11.99
KED-ROAD-03029,شارع ابو هريره,residential,13,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,6500.0,104.79,92.8,11.99
